,original_title,genre,release_year,runtime,prediction
2555,Live and Let Die,"Adventure,Action,Thriller",1973,121,0.0
2556,Jumping the Broom,Comedy,2011,112,1.0
2557,"Good Night, and Good Luck.","Drama,History",2005,93,0.0
2558,Capote,"Crime,Drama",2005,114,1.0
2559,Desperado,"Thriller,Action,Crime",1995,104,1.0
2560,Logan's Run,"Adventure,Action,Romance,Science Fiction",1976,119,1.0
2561,The Man with the Golden Gun,"Adventure,Action,Thriller",1974,125,1.0
2562,Action Jackson,"Action,Adventure,Comedy,Crime,Drama",1988,96,1.0
2563,Devil's Due,Horror,2014,89,1.0
2564,Flirting with Disaster,"Comedy,Romance",1996,92,1.0
2565,Dope,"Crime,Drama,Comedy",2015,103,1.0
2566,In Too Deep,"Drama,Action,Thriller,Crime",1999,97,1.0
2567,House of 1000 Corpses,Horror,2003,89,0.0
2568,A Serious Man,"Comedy,Drama",2009,105,1.0
2569,Beyond the Lights,"Romance,Drama",2014,116,1.0
2570,The Last Temptation of Christ,Drama,1988,164,0.0
2571,Outside Providence,"Romance,Comedy,Drama",1999,96,1.0
2572,Split Second,"Thriller,Action,Horror,Science Fiction,Crime",1992,90,1.0
2573,The Other Side of Heaven,"Action,Adventure,Drama,Family",2001,113,0.0
2574,Auto Focus,"Drama,Crime",2002,104,1.0
2575,We Need to Talk About Kevin,"Drama,Thriller",2011,112,0.0
2576,Losin' It,Comedy,1983,100,1.0
2577,I Hope They Serve Beer in Hell,"Comedy,Drama",2009,106,0.0
2578,Hesher,Drama,2010,106,0.0
2579,Freeheld,"Romance,Drama",2015,103,1.0
2580,The Extra Man,Comedy,2010,108,0.0
2581,Ca$h,"Crime,Thriller,Comedy",2010,108,0.0
2582,The Boondock Saints,"Action,Thriller,Crime",1999,108,1.0
2583,Stargate The Ark of Truth,"Adventure,Science Fiction",2008,97,1.0
2584,Dazed and Confused,"Comedy,Drama",1993,102,1.0
2585,House at the End of the Street,"Horror,Thriller",2012,101,0.0
2586,Annabelle,Horror,2014,99,0.0
2587,Bran Nue Dae,"Comedy,Drama,Foreign,Romance",2009,82,1.0
2588,Boyz n the Hood,"Crime,Drama",1991,112,1.0
2589,La Bamba,"Drama,Music",1987,108,1.0
2590,Dressed to Kill,"Horror,Mystery,Thriller",1980,105,0.0
2591,Go,"Crime,Comedy,Thriller",1999,98,0.0
2592,Friends with Money,"Comedy,Drama,Romance",2006,88,1.0
2593,The Andromeda Strain,"Science Fiction,Thriller",1971,131,1.0
2594,Shame,Drama,2011,100,0.0
2595,Layer Cake,"Drama,Thriller,Crime",2004,105,1.0
2596,The Work and the Glory II American Zion,Drama,2005,100,0.0
2597,The East,"Drama,Thriller",2013,116,1.0
2598,A Home at the End of the World,"Romance,Drama",2004,96,1.0
2599,The Messenger,"Drama,History",2009,113,0.0
2600,The Terminator,"Action,Thriller,Science Fiction",1984,108,0.0
2601,The Return of the Living Dead,"Comedy,Horror",1985,91,1.0
2602,Mallrats,"Romance,Comedy",1995,94,0.0
2603,Grease,Romance,1978,110,1.0
2604,Platoon,"Drama,War,Action",1986,120,0.0
2605,Fahrenheit 911,Documentary,2004,122,0.0
2606,Butch Cassidy and the Sundance Kid,"History,Drama,Western,Crime",1969,110,1.0
2607,Mary Poppins,"Comedy,Family,Fantasy",1964,139,0.0
2608,West Side Story,"Crime,Drama,Music",1961,152,1.0
2609,Caddyshack,Comedy,1980,98,0.0
2610,The Wood,"Comedy,Drama,Romance",1999,106,1.0
2611,The Usual Suspects,"Drama,Crime,Thriller",1995,106,1.0
2612,A Nightmare on Elm Street 5 The Dream Child,"Horror,Thriller",1989,89,0.0
2613,National Lampoons Van Wilder,"Comedy,Romance",2002,92,1.0
2614,The Wrestler,"Drama,Romance",2008,109,0.0
2615,Duel in the Sun,Western,1946,144,1.0
2616,Escape from New York,"Science Fiction,Action",1981,99,0.0
2617,Daddy Day Camp,"Comedy,Family",2007,89,0.0
2618,A Mighty Wind,"Comedy,Music",2003,91,1.0
2619,Sliding Doors,"Comedy,Drama,Fantasy,Romance",1998,99,1.0
2620,Tales from the Hood,"Crime,Horror,Thriller",1995,98,1.0
2621,The Last King of Scotland,Drama,2006,121,0.0
2622,Halloween 5 The Revenge of Michael Myers,"Horror,Thriller",1989,96,0.0
2623,Bernie,"Comedy,Crime,Drama",2012,100,1.0
2624,Dolphins and Whales Tribes of the Ocean,Documentary,2008,42,0.0
2625,200 Cigarettes,"Comedy,Drama,Romance",1999,101,0.0
2626,The Words,"Drama,Thriller",2012,96,1.0
2627,City Island,"Drama,Comedy",2009,104,1.0
2628,The Guard,"Action,Comedy,Thriller,Crime",2011,96,1.0
2629,College,Comedy,2008,94,0.0
2630,The Virgin Suicides,"Drama,Romance",1999,97,0.0
2631,Wish I Was Here,"Drama,Comedy",2014,120,1.0
2632,Simply Irresistible,Comedy,1999,95,0.0
2633,Only the Strong,Action,1993,99,1.0
2634,Shattered Glass,"Drama,History",2003,94,0.0
2635,Novocaine,"Comedy,Crime,Thriller",2001,95,0.0
2636,The Wild Bunch,"Adventure,Western",1969,145,1.0
2637,The Wackness,Drama,2008,99,0.0
2638,Beastmaster 2 Through the Portal of Time,"Action,Adventure,Fantasy,Science Fiction",1991,107,1.0
2639,The 5th Quarter,Drama,2011,97,1.0
2640,Snow Flower and the Secret Fan,"Drama,History",2011,104,1.0
2641,"Surfer, Dude",Comedy,2008,85,1.0
2642,Deadfall,"Crime,Drama,Thriller",2012,95,0.0
2643,Videodrome,"Horror,Mystery,Science Fiction",1983,87,0.0
2644,Song One,Drama,2014,86,1.0
2645,The Train,"Action,Drama,Thriller,War",1964,133,0.0
2646,Bend It Like Beckham,"Comedy,Drama,Romance",2002,112,0.0
2647,Crossover,"Action,Adventure,Drama",2006,95,1.0
2648,The Sting,"Comedy,Crime,Drama",1973,129,1.0
2649,Chariots of Fire,"Drama,History",1981,123,0.0
2650,High Plains Drifter,Western,1973,105,0.0
2651,Galaxina,"Comedy,Science Fiction",1980,95,0.0
2652,Mambo Italiano,"Comedy,Romance",2003,92,1.0
2653,Wonderland,"Crime,Drama,Mystery,Thriller",2003,104,0.0
2654,Do the Right Thing,Drama,1989,120,1.0
2655,Miss Julie,Drama,2014,120,0.0
2656,Saw II,Horror,2005,92,1.0
2657,10 Cloverfield Lane,"Thriller,Science Fiction,Drama",2016,103,0.0
2658,Jackass The Movie,"Documentary,Comedy",2002,87,0.0
2659,Lights Out,"Horror,Thriller",2016,81,1.0
2660,Paranormal Activity 3,Horror,2011,83,1.0
2661,Ouija,Horror,2014,89,1.0
2662,A Nightmare on Elm Street 3 Dream Warriors,"Horror,Thriller",1987,96,0.0
2663,Paranormal Activity 4,Horror,2012,95,0.0
2664,The Robe,Drama,1953,135,1.0
2665,The Return of the Pink Panther,Comedy,1975,113,0.0
2666,Freddy's Dead The Final Nightmare,"Horror,Thriller,Comedy",1991,89,0.0
2667,Monster,"Crime,Drama",2003,110,0.0
2668,"20,000 Leagues Under the Sea","Adventure,Drama,Science Fiction",1954,127,0.0
2669,Paranormal Activity The Marked Ones,"Horror,Thriller",2014,84,1.0
2670,The Elephant Man,"Drama,History",1980,124,1.0
2671,Dallas Buyers Club,"Drama,History",2013,117,1.0
2672,The Lazarus Effect,"Thriller,Horror",2015,83,0.0
2673,Memento,"Mystery,Thriller",2000,113,1.0
2674,Oculus,Horror,2013,104,1.0
2675,Clerks II,Comedy,2006,97,1.0
2676,Billy Elliot,"Drama,Comedy,Music",2000,110,0.0
2677,The Way Way Back,"Comedy,Drama",2013,103,1.0
2678,The Man from Snowy River,"Family,Drama,Action,Western,Romance",1982,104,0.0
2679,Our Idiot Brother,"Comedy,Drama",2011,90,1.0
2680,Race,"Action,Drama",2016,134,1.0
2681,"As Above, So Below","Horror,Thriller",2014,93,0.0
2682,Still Alice,Drama,2014,99,0.0
2683,The Egyptian,"History,Drama",1954,139,1.0
2684,Nighthawks,"Action,Crime,Thriller",1981,99,1.0
2685,Friday the 13th Part VIII Jason Takes Manhattan,"Horror,Thriller",1989,100,0.0
2686,My Big Fat Greek Wedding,"Comedy,Drama,Romance",2002,95,0.0
2687,Spring Breakers,"Drama,Crime",2013,94,0.0
2688,Halloween The Curse of Michael Myers,"Horror,Thriller",1995,88,0.0
2689,Shaun of the Dead,"Horror,Comedy",2004,99,1.0
2690,Lone Star,"Drama,Mystery,Romance",1996,135,0.0
2691,Halloween 4 The Return of Michael Myers,"Horror,Thriller",1988,88,1.0
2692,Lone Wolf McQuade,"Action,Crime,Drama,Romance,Thriller,Western",1983,107,1.0
2693,Apollo 18,"Horror,Thriller,Science Fiction",2011,86,0.0
2694,Sunshine Cleaning,"Comedy,Drama",2008,102,0.0
2695,No Escape,"Action,Thriller",2015,103,0.0
2696,Solomon and Sheba,"Drama,History,Romance,War",1959,139,0.0
2697,Fifty Shades of Black,"Romance,Comedy",2016,92,1.0
2698,A Farewell to Arms,"Drama,Romance,War",1932,89,0.0
2699,Force 10 from Navarone,"Action,Adventure,War,Thriller",1978,118,0.0
2700,Made,"Action,Comedy,Thriller",2001,94,1.0
2701,Moon,"Science Fiction,Drama",2009,97,1.0
2702,Sea Rex 3D Journey to a Prehistoric World,Documentary,2010,41,0.0
2703,The Sweet Hereafter,Drama,1997,112,1.0
2704,Bottle Shock,"Comedy,Drama",2008,110,0.0
2705,Heavenly Creatures,"Drama,Fantasy",1994,99,0.0
2706,90 Minutes in Heaven,Drama,2015,121,1.0
2707,Everything Must Go,"Comedy,Drama,Romance",2010,97,0.0
2708,Zero Effect,"Comedy,Crime,Mystery,Thriller",1998,116,0.0
2709,The Machinist,"Thriller,Drama",2004,101,0.0
2710,Kill the Messenger,"Thriller,Crime,Drama,Mystery",2014,112,1.0
2711,Rabbit Hole,Drama,2010,91,0.0
2712,Party Monster,"Comedy,Drama,Crime",2003,98,0.0
2713,Green Room,"Horror,Crime,Thriller",2016,95,0.0
2714,Atlas Shrugged Part III Who is John Galt?,"Drama,Science Fiction,Mystery",2014,99,1.0
2715,Bottle Rocket,"Comedy,Crime,Drama",1996,91,1.0
2716,Tucker and Dale vs Evil,"Comedy,Horror",2010,89,0.0
2717,The Visit,"Horror,Thriller",2015,94,0.0
2718,Redacted,"Drama,War",2007,90,1.0
2719,Sling Blade,Drama,1996,135,0.0
2720,The Awakening,"Horror,Thriller",2011,107,0.0
2721,Hostel,Horror,2005,94,0.0
2722,Take Shelter,"Thriller,Drama",2011,120,0.0
2723,The Texas Chainsaw Massacre 2,Horror,1986,101,0.0
2724,Pat Garrett & Billy the Kid,Western,1973,106,0.0
2725,Only God Forgives,"Drama,Thriller,Crime",2013,90,0.0
2726,Police Academy,"Comedy,Crime",1984,96,1.0
2727,The Blue Lagoon,"Romance,Adventure,Drama",1980,104,0.0
2728,Four Weddings and a Funeral,"Comedy,Drama,Romance",1994,117,3.0
2729,Fast Times at Ridgemont High,Comedy,1982,90,0.0
2730,Moby Dick,"Adventure,Drama",1956,116,0.0
2731,25th Hour,"Crime,Drama",2002,135,0.0
2732,Bound,"Crime,Drama,Romance,Thriller",1996,108,1.0
2733,Requiem for a Dream,"Crime,Drama",2000,102,1.0
2734,Moms' Night Out,Comedy,2014,98,1.0
2735,Donnie Darko,"Fantasy,Drama,Mystery",2001,113,0.0
2736,Life During Wartime,"Comedy,Drama",2009,97,0.0
2737,After.Life,"Drama,Horror,Mystery,Thriller",2010,104,0.0
2738,One Flew Over the Cuckoo's Nest,Drama,1975,133,0.0
2739,The Sweeney,"Action,Drama,Crime",2012,112,1.0
2740,Whale Rider,"Drama,Family",2003,101,0.0
2741,The Crying Game,"Romance,Crime,Drama,Thriller",1992,112,0.0
2742,Porky's,Comedy,1981,94,1.0
2743,Night of the Living Dead,Horror,1968,96,0.0
2744,Lost in Translation,Drama,2003,102,0.0
2745,Annie Hall,"Comedy,Drama,Romance",1977,93,1.0
2746,The Greatest Show on Earth,"Action,Drama,Romance",1952,152,0.0
2747,Monster's Ball,"Drama,Romance",2001,111,0.0
2748,Maggie,Horror,2015,95,0.0
2749,Leaving Las Vegas,"Drama,Romance",1995,112,1.0
2750,The Boy Next Door,Thriller,2015,91,1.0
2751,Trapeze,Drama,1956,105,1.0
2752,The Kids Are All Right,"Comedy,Drama",2010,106,0.0
2753,They Live,"Action,Horror,Science Fiction,Thriller",1988,94,1.0
2754,The Great Escape,"Adventure,Drama,History,Thriller,War",1963,172,1.0
2755,The Last Exorcism Part II,"Horror,Thriller",2013,88,1.0
2756,Boyhood,Drama,2014,164,0.0
2757,Scoop,"Comedy,Mystery",2006,96,0.0
2758,The Wash,"Action,Comedy",2001,93,0.0
2759,3 Strikes,"Action,Comedy,Romance",2000,82,1.0
2760,The Misfits,"Drama,Action,Romance",1961,124,1.0
2761,Topaz,"Action,Drama,Mystery,Thriller",1969,143,1.0
2762,Let's Go to Prison,"Comedy,Crime",2006,84,1.0
2763,Four Rooms,"Crime,Comedy",1995,98,0.0
2764,Secretary,"Comedy,Drama,Romance",2002,104,0.0
2765,Talk Radio,Drama,1988,110,0.0
2766,You Kill Me,"Comedy,Crime,Thriller,Romance",2007,90,1.0
2767,Red State,"Horror,Action,Thriller",2011,88,1.0
2768,Mirrormask,Fantasy,2005,101,0.0
2769,Joe,Drama,2014,118,1.0
2770,Shooting Fish,"Crime,Comedy,Romance",1997,109,1.0
2771,Prison,"Crime,Drama,Horror,Thriller",1988,102,0.0
2772,Trust,"Crime,Drama,Thriller",2010,104,0.0
2773,Adore,Drama,2013,100,0.0
2774,Stake Land,"Drama,Horror,Action,Thriller,Science Fiction",2010,98,0.0
2775,Another Happy Day,"Comedy,Drama",2011,119,0.0
2776,A Lonely Place to Die,"Adventure,Action,Thriller,Crime",2011,99,0.0
2777,Hell's Angels,"Action,Drama,History",1930,127,1.0
2778,A Man for All Seasons,"Drama,History",1966,120,1.0
2779,Network,Drama,1976,121,0.0
2780,Gone with the Wind,"Drama,Romance,War",1939,238,0.0
2781,Major Dundee,"War,Western",1965,123,0.0
2782,Annie Get Your Gun,"Action,Comedy,Music,Romance,Western",1950,107,0.0
2783,Four Lions,"Comedy,Crime,Drama",2010,101,0.0
2784,Defendor,"Drama,Action,Comedy,Crime",2009,101,1.0
2785,The Pirate,"Music,Romance",1948,102,1.0
2786,The History Boys,"Comedy,Drama",2006,109,0.0
2787,Midnight Cowboy,Drama,1969,113,0.0
2788,The Full Monty,Comedy,1997,91,1.0
2789,Airplane!,Comedy,1980,88,0.0
2790,Friday,Comedy,1995,91,1.0
2791,Menace II Society,"Drama,Action,Crime",1993,97,1.0
2792,Creepshow 2,Horror,1987,92,1.0
2793,The Ballad of Cable Hogue,"Action,Comedy,Western",1970,121,1.0
2794,In Cold Blood,"Crime,Drama",1967,134,0.0
2795,The Nun's Story,Drama,1959,149,0.0
2796,Harper,"Action,Drama,Thriller,Crime,Mystery",1966,121,0.0
2797,Frenzy,"Crime,Drama,Mystery,Thriller",1972,116,1.0
2798,The Witch,"Mystery,Horror",2016,92,0.0
2799,She's the One,"Comedy,Romance",1996,96,1.0
2800,Gods and Monsters,Drama,1998,105,1.0
2801,Evil Dead II,"Horror,Comedy,Fantasy",1987,84,1.0
2802,Winter Passing,"Comedy,Drama",2006,98,0.0
2803,High Anxiety,"Comedy,Music",1977,94,0.0
2804,Margin Call,"Thriller,Drama",2011,107,0.0
2805,Choke,"Comedy,Drama",2008,92,1.0
2806,Whiplash,Drama,2014,105,0.0
2807,Human Traffic,"Comedy,Drama",1999,99,1.0
2808,Opposite Sex,Comedy,2014,96,0.0
2809,Dreaming of Joseph Lees,"Romance,Drama",1999,92,1.0
2810,Rosemary's Baby,"Horror,Drama,Mystery",1968,136,0.0
2811,The Man Who Shot Liberty Valance,Western,1962,123,0.0
2812,Beginners,"Drama,Romance,Comedy",2010,105,1.0
2813,Animal House,Comedy,1978,109,1.0
2814,Goldfinger,"Adventure,Action,Thriller",1964,110,1.0
2815,It's a Wonderful Life,"Drama,Family,Fantasy",1946,130,0.0
2816,Trainspotting,"Drama,Crime",1996,93,0.0
2817,Paranormal Activity 2,"Horror,Thriller",2010,91,0.0
2818,Bowling for Columbine,Documentary,2002,120,1.0
2819,A Nightmare on Elm Street Part 2 Freddy's Revenge,Horror,1985,87,0.0
2820,A Room with a View,"Drama,Romance",1985,117,0.0
2821,The Purge,"Science Fiction,Horror,Thriller",2013,86,0.0
2822,Sinister,"Horror,Thriller,Mystery",2012,110,1.0
2823,Martin Lawrence Live Runteldat,Comedy,2002,113,1.0
2824,Cat on a Hot Tin Roof,"Drama,Romance",1958,108,1.0
2825,Beneath the Planet of the Apes,"Adventure,Science Fiction,Mystery",1970,95,1.0
2826,Air Bud,"Comedy,Family,Drama",1997,98,1.0
2827,Friday the 13th Part VI Jason Lives,"Horror,Mystery,Thriller",1986,86,0.0
2828,The Bridge on the River Kwai,"Drama,History,War",1957,161,0.0
2829,Spaced Invaders,"Comedy,Family,Science Fiction",1990,100,0.0
2830,Family Plot,"Comedy,Crime,Thriller",1976,121,0.0
2831,The Apartment,"Comedy,Drama,Romance",1960,125,0.0
2832,Jason Goes to Hell The Final Friday,"Fantasy,Horror,Thriller",1993,87,1.0
2833,Torn Curtain,"Mystery,Thriller",1966,128,0.0
2834,Dave Chappelle's Block Party,"Comedy,Documentary,Music",2005,100,0.0
2835,Elmer Gantry,Drama,1960,146,1.0
2836,Judgment at Nuremberg,"Drama,History",1961,186,0.0
2837,Red River,Western,1948,133,0.0
2838,Before Midnight,"Romance,Drama",2013,108,0.0
2839,Phantasm II,"Action,Horror,Science Fiction,Thriller",1988,97,1.0
2840,Woman Thou Art Loosed,Drama,2004,94,0.0
2841,East Is East,Comedy,1999,97,0.0
2842,Kama Sutra  A Tale of Love,"Drama,History,Romance",1996,117,0.0
2843,Willy Wonka & the Chocolate Factory,"Family,Fantasy",1971,100,0.0
2844,Jawbreaker,Comedy,1999,87,1.0
2845,Basquiat,"Drama,History",1996,108,0.0
2846,Happiness,"Comedy,Drama",1998,139,1.0
2847,Tusk,"Comedy,Horror",2014,102,0.0
2848,Hobo with a Shotgun,"Action,Comedy,Thriller",2011,86,0.0
2849,Fish Tank,Drama,2009,123,1.0
2850,Bachelorette,"Comedy,Romance",2012,87,0.0
2851,The Divide,Science Fiction,2011,112,1.0
2852,Demonic,"Thriller,Horror",2015,83,1.0
2853,Point Blank,"Action,Crime,Drama,Thriller",1967,92,1.0
2854,Pocketful of Miracles,"Comedy,Drama",1961,136,0.0
2855,Freakonomics,Documentary,2010,93,1.0
2856,Hustle & Flow,Drama,2005,116,0.0
2857,Some Like It Hot,"Comedy,Romance",1959,122,0.0
2858,Friday the 13th Part VII The New Blood,"Horror,Thriller",1988,88,0.0
2859,The Wizard of Oz,"Adventure,Family,Fantasy",1939,102,0.0
2860,Young Frankenstein,"Comedy,Science Fiction",1974,106,0.0
2861,Diary of the Dead,"Horror,Action,Science Fiction",2007,95,0.0
2862,The Black Stallion,"Adventure,Family",1979,118,1.0
2863,Donovan's Reef,"Adventure,Comedy,Romance",1963,109,1.0
2864,A Guy Named Joe,"Drama,Romance,War",1944,120,1.0
2865,Blazing Saddles,"Western,Comedy",1974,93,1.0
2866,Friday the 13th The Final Chapter,"Horror,Thriller",1984,91,1.0
2867,Riding Giants,Documentary,2004,105,0.0
2868,Singin' in the Rain,"Comedy,Music,Romance",1952,103,1.0
2869,A Haunted House,"Comedy,Horror",2013,86,1.0
2870,2016 Obama's America,Documentary,2012,87,0.0
2871,Halloween III Season of the Witch,"Horror,Mystery,Science Fiction",1982,98,0.0
2872,Escape from the Planet of the Apes,"Action,Science Fiction",1971,98,0.0
2873,Hud,"Action,Drama,Western",1963,112,0.0
2874,Garden State,"Comedy,Drama,Romance",2004,102,1.0
2875,Before Sunrise,"Drama,Romance",1995,105,0.0
2876,Robot & Frank,"Science Fiction,Comedy,Drama,Crime",2012,85,0.0
2877,The Spectacular Now,"Comedy,Drama,Romance",2013,95,1.0
2878,Eye of the Dolphin,Drama,2007,100,0.0
2879,Sleep Dealer,"Drama,Science Fiction,Thriller",2008,90,1.0
2880,Super,"Comedy,Action,Drama",2010,96,0.0
2881,Get on the Bus,Drama,1996,120,1.0
2882,Idiocracy,"Adventure,Comedy,Science Fiction",2006,84,0.0
2883,This Is England,"Drama,Crime",2006,101,0.0
2884,Bathing Beauty,"Comedy,Music",1944,101,0.0
2885,Show Boat,"Music,Romance",1951,107,0.0
2886,Fantasia,"Animation,Family,Music",1940,124,0.0
2887,Friday the 13th Part III,"Horror,Thriller",1982,95,1.0
2888,Friday the 13th A New Beginning,"Horror,Thriller",1985,92,0.0
2889,The Valley of Decision,Drama,1945,119,0.0
2890,The Best Years of Our Lives,"Drama,History,Romance",1946,172,0.0
2891,Mi America,"Drama,Crime",2015,126,1.0
2892,From Russia with Love,"Action,Thriller,Adventure",1963,115,1.0
2893,Sleeper,"Comedy,Romance,Science Fiction",1973,89,0.0
2894,It Follows,"Horror,Thriller",2015,100,1.0
2895,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Comedy,1972,88,0.0
2896,To Kill a Mockingbird,"Crime,Drama",1962,129,1.0
2897,Mad Max 2,"Adventure,Action,Thriller,Science Fiction",1981,95,1.0
2898,Boys Don't Cry,"Crime,Drama",1999,118,0.0
2899,Silent House,"Horror,Mystery",2011,85,0.0
2900,Courageous,Drama,2011,129,1.0
2901,The Hustler,Drama,1961,134,0.0
2902,Boom Town,"Adventure,Drama,Romance",1940,119,0.0
2903,Before Sunset,"Drama,Romance",2004,80,1.0
2904,Thirteen,"Crime,Drama",2003,100,0.0
2905,Gentleman's Agreement,"Drama,Romance",1947,118,0.0
2906,Winter's Bone,Drama,2010,100,1.0
2907,Alexander's Ragtime Band,"Drama,Music,Romance",1938,106,0.0
2908,Inside Job,Documentary,2010,109,1.0
2909,We Are Your Friends,"Drama,Music,Romance",2015,96,0.0
2910,Harsh Times,"Crime,Drama,Thriller,Action",2005,120,0.0
2911,Captive,"Crime,Drama,Thriller",2015,97,1.0
2912,Full Frontal,"Comedy,Drama,Romance",2002,96,1.0
2913,Shortbus,"Romance,Drama,Comedy",2006,101,0.0
2914,"The Book of Mormon Movie, Volume 1 The Journey",,2003,120,0.0
2915,No End in Sight,Documentary,2007,102,1.0
2916,The Diary of a Teenage Girl,"Drama,Romance",2015,98,0.0
2917,Inside Deep Throat,"History,Documentary",2005,92,1.0
2918,The Virginity Hit,Comedy,2010,120,0.0
2919,SixString Samurai,"Action,Adventure,Science Fiction",1998,91,1.0
2920,It's All Gone Pete Tong,"Drama,Comedy,Music",2004,90,0.0
2921,Saint John of Las Vegas,Comedy,2009,84,1.0
2922,Stonewall,Drama,2015,129,0.0
2923,Roadside Romeo,"Animation,Family,Foreign",2008,93,0.0
2924,Return of the Living Dead 3,"Comedy,Science Fiction,Romance,Horror",1993,97,0.0
2925,Sherrybaby,Drama,2006,96,1.0
2926,Stitches,Horror,2012,86,0.0
2927,Bananas,Comedy,1971,82,0.0
2928,Buried,"Drama,Thriller,Mystery",2010,94,0.0
2929,The Last Exorcism,"Horror,Drama,Thriller",2010,87,1.0
2930,A Streetcar Named Desire,Drama,1951,125,1.0
2931,Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb,"Drama,Comedy,War",1964,95,0.0
2932,Beasts of the Southern Wild,"Drama,Fantasy",2012,93,0.0
2933,Battle for the Planet of the Apes,"Action,Science Fiction",1973,93,0.0
2934,Higher Ground,"Drama,Thriller",2011,109,1.0
2935,Hang 'em High,Western,1968,114,0.0
2936,May,"Drama,Horror,Thriller,Romance",2002,93,0.0
2937,Conquest of the Planet of the Apes,"Action,Science Fiction",1972,88,1.0
2938,I Spit on Your Grave,"Thriller,Crime,Horror",2010,108,0.0
2939,"Happy, Texas","Comedy,Crime",1999,98,1.0
2940,You Can't Take It With You,"Comedy,Romance",1938,126,1.0
2941,From Here to Eternity,"War,Drama,Romance",1953,118,0.0
2942,She Wore a Yellow Ribbon,Western,1949,103,0.0
2943,The Conversation,"Crime,Drama,Mystery",1974,113,1.0
2944,Waitress,Comedy,2007,108,1.0
2945,Bloodsport,Action,1988,92,0.0
2946,Mr. Smith Goes to Washington,"Comedy,Drama",1939,129,0.0
2947,Kids,"Drama,Crime",1995,91,0.0
2948,The Squid and the Whale,"Comedy,Drama",2005,81,0.0
2949,Kissing Jessica Stein,Comedy,2001,97,0.0
2950,Spellbound,"Drama,Mystery,Thriller",1945,111,1.0
2951,Buffalo '66,"Romance,Comedy,Crime,Drama",1998,110,0.0
2952,Insidious,"Horror,Thriller",2010,103,1.0
2953,Repo Man,"Comedy,Crime,Science Fiction,Thriller",1984,92,1.0
2954,The Ballad of Jack and Rose,Drama,2005,111,0.0
2955,The To Do List,"Comedy,Romance",2013,104,0.0
2956,Killing Zoe,"Action,Crime,Drama,Thriller",1993,96,0.0
2957,The Believer,Drama,2001,98,1.0
2958,Session 9,"Horror,Mystery",2001,100,0.0
2959,Modern Times,"Drama,Comedy",1936,87,0.0
2960,My Name Is Bruce,"Comedy,Horror",2007,86,1.0
2961,Pontypool,"Horror,Mystery,Science Fiction",2009,93,0.0
2962,The Lords of Salem,"Horror,Thriller",2012,101,1.0
2963,Snow White and the Seven Dwarfs,"Fantasy,Animation,Family",1937,83,1.0
2964,Shalako,Western,1968,113,0.0
2965,"Lock, Stock and Two Smoking Barrels","Comedy,Crime",1998,105,1.0
2966,Rebecca,"Drama,Mystery",1940,130,0.0
2967,Friday the 13th Part 2,"Horror,Thriller",1981,87,1.0
2968,The Lost Weekend,Drama,1945,101,0.0
2969,C.H.U.D.,"Horror,Science Fiction",1984,88,0.0
2970,Niagara,"Crime,Drama,Thriller",1953,92,1.0
2971,How Green Was My Valley,Drama,1941,118,1.0
2972,Saw,"Horror,Mystery,Crime",2004,103,0.0
2973,Super Troopers,"Comedy,Crime,Mystery",2001,100,1.0
2974,The Trouble with Harry,"Comedy,Mystery,Thriller",1955,99,0.0
2975,Home Run,Drama,2013,114,0.0
2976,Reservoir Dogs,"Crime,Thriller",1992,99,1.0
2977,"Pink Ribbons, Inc.",Documentary,2011,97,1.0
2978,The Charge of the Light Brigade,"Action,Adventure,Drama,War",1936,115,1.0
2979,Airborne,"Action,Adventure,Comedy",1993,91,1.0
2980,Waiting,Comedy,2005,94,0.0
2981,From a Whisper to a Scream,"Comedy,Horror",1987,99,1.0
2982,Casablanca,"Drama,Romance",1942,102,0.0
2983,Rocky,Drama,1976,119,1.0
2984,Tom Jones,"Adventure,Comedy,History,Romance",1963,128,1.0
2985,Unfriended,"Horror,Thriller",2015,82,1.0
2986,Taxi Driver,"Crime,Drama",1976,114,0.0
2987,The Howling,"Drama,Horror",1981,91,0.0
2988,Dr. No,"Adventure,Action,Thriller",1962,110,0.0
2989,Hellraiser,Horror,1987,94,1.0
2990,God's Not Dead 2,Drama,2016,121,1.0
2991,CryWolf,"Horror,Thriller",2005,90,1.0
2992,Blue Valentine,"Drama,Romance",2010,112,0.0
2993,Transamerica,Drama,2005,103,1.0
2994,The Devil Inside,"Thriller,Horror",2012,83,1.0
2995,Beyond the Valley of the Dolls,"Comedy,Drama,Thriller",1970,109,0.0
2996,Love Me Tender,"Drama,Action,Western,Music,Romance",1956,89,0.0
2997,An Inconvenient Truth,Documentary,2006,100,1.0
2998,Sands of Iwo Jima,"Action,Drama,History,War",1949,100,1.0
2999,The Green Inferno,"Action,Adventure,Horror,Thriller",2014,100,1.0
3000,The Sessions,"Drama,Romance,Comedy",2012,98,1.0
3001,Two Girls and a Guy,"Drama,Romance",1997,84,0.0
3002,Who Killed the Electric Car?,Documentary,2006,92,0.0
3003,The Broken Hearts Club A Romantic Comedy,"Comedy,Drama,Romance",2000,94,0.0
3004,Brigham City,"Crime,Drama,Mystery,Thriller",2001,119,1.0
