,original_title,genre,release_year,runtime,overview,mood
1703,Return to Me,Romance,2000,2.0,"It took a lot of cajoling to get Bob (Duchovny), a recently widowed architect, to go on a blind date at a quirky IrishItalian eatery. Once there, he's smitten instantly not with his date but with the sharpwitted waitress, Grace (Driver). Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good.",Happy
1704,Zack and Miri Make a Porno,Comedy,2008,1.5,"Lifelong platonic friends Zack and Miri look to solve their respective cashflow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",Happy
1705,The Men Who Stare at Goats,Comedy,2009,1.5,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",Happy
1706,Win a Date with Tad Hamilton!,Comedy,2004,1.5,"A smalltown girl wins a date with a Hollywood star through a contest. When the date goes better than expected, a love triangle forms between the girl, the celebrity, and the girl's best friend.",Happy
1707,Muppets from Space,Fantasy,1999,1.5,"When Gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet, his attempts at extraterrestrial communication get him kidnapped by a secret government agency, prompting the Muppets to spring into action. It's hard to believe Gonzo's story at first, but Kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures.",Happy
1708,The Wiz,Adventure,1978,2.0,"A Thanksgiving dinner brings a host of family together in a Harlem apartment, where a 24yearold schoolteacher named Dorothy Gale (Diana Ross) lives with her Aunt Em (Theresa Merritt) and Uncle Henry (Stanley Greene). Extremely introverted, she has, as Aunt Em teases her, never been south of 125th Street, and refuses to move out and on with her life.",Happy
1709,Ready to Rumble,Action,2000,2.0,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.,Happy
1710,Play It to the Bone,Comedy,1999,2.0,"Two aging fighters in LA, friends, get a call from a Vegas promoter because his undercard fighters for a Mike Tyson bout that night are suddenly unavailable. He wants them to box each other. They agree as long as the winner gets a shot at the middleweight title. They enlist Grace, Cesar's current and Vinnie's ex girlfriend, to drive them to Vegas.",Happy
1711,I Don't Know How She Does It,Romance,2011,1.5,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.",Happy
1712,Piranha 3D,Comedy,2010,1.5,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",Happy
1713,Meet the Deedles,Animation,1998,1.5,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.,Happy
1714,The Thief and the Cobbler,Adventure,1993,1.0,"It is written among the limitless constellations of the celestial heavens, and  in the depths of the emerald seas, and upon every grain of sand in the vast  deserts, that the world which we see is an outward and visible dream, of an  inward and invisible reality  Once upon a time there was a golden city. In  the center of the golden city, atop the tallest minaret, were three golden  balls. The ancients had prophesied that if the three golden balls were ever  taken away, harmony would yield to discord, and the city would fall to  destruction and death. But the mystics had also foretold that the city might  be saved by the simplest soul with the smallest and simplest of things. In the  city there dwelt a lowly shoemaker, who was known as Tack the Cobbler. Also in  the city existed a Thief, who shall be  nameless.",Happy
1715,Faster,Crime,2010,1.5,"Driver (Dwayne Johnson) has spent the last 10 years in prison planning revenge for the murder of his brother. Now that Driver is free to carry out his deadly plan only two men stand in his way Billy Bob Thornton plays a veteran cop and Oliver JacksonCohen, a crazy hitman. With those two close on his trail, Driver races to carry out his mission as the mystery surrounding his brothers murder deepens.",Happy
1716,Zombieland,Comedy,2009,1.5,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their everliving ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all each other.",Happy
1717,The Waterboy,Comedy,1998,1.5,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bonecrushing power might vault his team into the playoffs.,Happy
1718,The Empire Strikes Back,Adventure,1980,2.0,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C3PO and R2D2 are thrown into various stages of capture, betrayal and despair.",Happy
1719,Bad Boys,Action,1995,2.0,"Marcus Burnett is a henpecked family man. Mike Lowry is a footloose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",Happy
1720,The Naked Gun 2� The Smell of Fear,Comedy,1991,1.5,"Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",Happy
1721,Final Destination,Horror,2000,1.5,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",Happy
1722,The Ides of March,Drama,2011,1.5,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.,Happy
1723,Pitch Black,Thriller,2000,2.0,"When their ship crashlands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule Stay in the light.",Happy
1724,Her,Romance,2013,2.0,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",Happy
1725,Joy Ride,Mystery,2001,1.5,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",Happy
